rel.group,area,year,season,program,length,lendist
118,1,2007,4,JPTP,50,0
118,1,2007,4,JPTP,52,0
118,1,2007,4,JPTP,54,0
118,1,2007,4,JPTP,56,0
118,1,2007,4,JPTP,58,0
118,1,2007,4,JPTP,60,1.29437281864025
118,1,2007,4,JPTP,62,0
118,1,2007,4,JPTP,64,1.29437281864025
118,1,2007,4,JPTP,66,2.5887456372805
118,1,2007,4,JPTP,68,0.647186409320125
118,1,2007,4,JPTP,70,1
118,1,2007,4,JPTP,72,0
118,1,2007,4,JPTP,74,0
118,1,2007,4,JPTP,76,0
118,1,2007,4,JPTP,78,0
118,1,2007,4,JPTP,80,0
118,1,2007,4,JPTP,82,0
118,1,2007,4,JPTP,84,0
118,1,2007,4,JPTP,86,0
118,1,2007,4,JPTP,88,0
118,1,2007,4,JPTP,90,0
118,1,2007,4,JPTP,92,0
118,1,2007,4,JPTP,94,0
118,1,2007,4,JPTP,96,0
118,1,2007,4,JPTP,98,0
118,1,2007,4,JPTP,100,0
118,1,2007,4,JPTP,102,0
118,1,2007,4,JPTP,104,0
118,1,2007,4,JPTP,106,0
118,1,2007,4,JPTP,108,0
118,1,2007,4,JPTP,110,0
118,1,2007,4,JPTP,112,0
118,1,2007,4,JPTP,114,0
118,1,2007,4,JPTP,116,0
118,1,2007,4,JPTP,118,0
118,1,2007,4,JPTP,120,0
118,1,2007,4,JPTP,122,0
118,1,2007,4,JPTP,124,0
118,1,2007,4,JPTP,126,0
118,1,2007,4,JPTP,128,0
118,1,2007,4,JPTP,130,0
118,1,2007,4,JPTP,132,0
118,1,2007,4,JPTP,134,0
118,1,2007,4,JPTP,136,0
118,1,2007,4,JPTP,138,0
118,1,2007,4,JPTP,140,0
118,1,2007,4,JPTP,142,0
118,1,2007,4,JPTP,144,0
118,1,2007,4,JPTP,146,0
118,1,2007,4,JPTP,148,0
118,1,2007,4,JPTP,150,0
118,1,2007,4,JPTP,152,0
118,1,2007,4,JPTP,154,0
118,1,2007,4,JPTP,156,0
118,1,2007,4,JPTP,158,0
118,1,2007,4,JPTP,160,0
118,1,2007,4,JPTP,162,0
118,1,2007,4,JPTP,164,0
118,1,2007,4,JPTP,166,0
118,1,2007,4,JPTP,168,0
118,1,2007,4,JPTP,170,0
118,1,2007,4,JPTP,172,0
118,1,2007,4,JPTP,174,0
118,1,2007,4,JPTP,176,0
118,1,2007,4,JPTP,178,0
118,1,2007,4,JPTP,180,0
118,1,2007,4,JPTP,182,0
118,1,2007,4,JPTP,184,0
118,1,2007,4,JPTP,186,0
118,1,2007,4,JPTP,188,0
118,1,2007,4,JPTP,190,0
118,1,2007,4,JPTP,192,0
118,1,2007,4,JPTP,194,0
118,1,2007,4,JPTP,196,0
118,1,2007,4,JPTP,198,0
119,1,2008,1,JPTP,10,0
119,1,2008,1,JPTP,12,0
119,1,2008,1,JPTP,14,0
119,1,2008,1,JPTP,16,0
119,1,2008,1,JPTP,18,0
119,1,2008,1,JPTP,20,0
119,1,2008,1,JPTP,22,0
119,1,2008,1,JPTP,24,0
119,1,2008,1,JPTP,26,0
119,1,2008,1,JPTP,28,0
119,1,2008,1,JPTP,30,0
119,1,2008,1,JPTP,32,0
119,1,2008,1,JPTP,34,0
119,1,2008,1,JPTP,36,0
119,1,2008,1,JPTP,38,0
119,1,2008,1,JPTP,40,0
119,1,2008,1,JPTP,42,2.15728803106709
119,1,2008,1,JPTP,44,1.07864401553354
119,1,2008,1,JPTP,46,1.07864401553354
119,1,2008,1,JPTP,48,0
119,1,2008,1,JPTP,50,1.07864401553354
119,1,2008,1,JPTP,52,0.539322007766771
119,1,2008,1,JPTP,54,1
119,1,2008,1,JPTP,56,0
119,1,2008,1,JPTP,58,0
119,1,2008,1,JPTP,60,0
119,1,2008,1,JPTP,62,0.539322007766771
119,1,2008,1,JPTP,64,0
119,1,2008,1,JPTP,66,1
119,1,2008,1,JPTP,68,0
119,1,2008,1,JPTP,70,0
119,1,2008,1,JPTP,72,0
119,1,2008,1,JPTP,74,2.15728803106709
119,1,2008,1,JPTP,76,0
119,1,2008,1,JPTP,78,0
119,1,2008,1,JPTP,80,0
