age,year,season,area,f
22,1957,1,1,0.001127349
23,1957,1,1,0.001124259
24,1957,1,1,0.001122063
25,1957,1,1,0.001120512
26,1957,1,1,0.001119421
27,1957,1,1,0.001118659
28,1957,1,1,0.001118131
29,1957,1,1,0.00111777
30,1957,1,1,0.001117526
31,1957,1,1,0.001117363
32,1957,1,1,0.001117258
33,1957,1,1,0.001117192
34,1957,1,1,0.001117152
35,1957,1,1,0.001117131
36,1957,1,1,0.001117122
37,1957,1,1,0.00111712
38,1957,1,1,0.00111712
39,1957,1,1,0.00111712
40,1957,1,1,0.00111712
1,1958,1,1,2.488991e-06
2,1958,1,1,0.0008335703
3,1958,1,1,0.0009821797
4,1958,1,1,0.001194829
5,1958,1,1,0.001285384
6,1958,1,1,0.001591381
7,1958,1,1,0.00193093
8,1958,1,1,0.002020938
9,1958,1,1,0.001892631
10,1958,1,1,0.001709406
11,1958,1,1,0.001557183
12,1958,1,1,0.001446372
13,1958,1,1,0.001365412
14,1958,1,1,0.001305784
15,1958,1,1,0.001261896
16,1958,1,1,0.001229699
17,1958,1,1,0.001206163
18,1958,1,1,0.001189014
19,1958,1,1,0.001176561
20,1958,1,1,0.001167548
21,1958,1,1,0.001161049
22,1958,1,1,0.001156381
23,1958,1,1,0.001153044
24,1958,1,1,0.001150669
25,1958,1,1,0.001148991
26,1958,1,1,0.001147808
27,1958,1,1,0.001146979
28,1958,1,1,0.001146403
29,1958,1,1,0.001146007
30,1958,1,1,0.001145738
31,1958,1,1,0.001145558
32,1958,1,1,0.001145439
33,1958,1,1,0.001145364
34,1958,1,1,0.001145318
35,1958,1,1,0.001145292
36,1958,1,1,0.001145279
37,1958,1,1,0.001145274
38,1958,1,1,0.001145274
39,1958,1,1,0.001145274
40,1958,1,1,0.001145274
1,1959,1,1,9.440728e-06
2,1959,1,1,0.0009992722
3,1959,1,1,0.001207819
4,1959,1,1,0.00159099
5,1959,1,1,0.002111164
6,1959,1,1,0.003171403
7,1959,1,1,0.004311148
8,1959,1,1,0.004912294
9,1959,1,1,0.004984609
10,1959,1,1,0.004856517
11,1959,1,1,0.004717451
12,1959,1,1,0.004614425
13,1959,1,1,0.004543566
14,1959,1,1,0.004495741
15,1959,1,1,0.004463511
16,1959,1,1,0.004441588
17,1959,1,1,0.004426453
18,1959,1,1,0.004415843
19,1959,1,1,0.004408311
20,1959,1,1,0.004402921
21,1959,1,1,0.004399049
22,1959,1,1,0.004396269
23,1959,1,1,0.004394281
24,1959,1,1,0.00439287
25,1959,1,1,0.004391879
26,1959,1,1,0.004391188
27,1959,1,1,0.004390712
28,1959,1,1,0.004390392
29,1959,1,1,0.00439018
30,1959,1,1,0.004390046
31,1959,1,1,0.004389965
32,1959,1,1,0.004389921
33,1959,1,1,0.0043899
34,1959,1,1,0.004389896
35,1959,1,1,0.004389901
36,1959,1,1,0.004389913
37,1959,1,1,0.004389927
38,1959,1,1,0.004389927
39,1959,1,1,0.004389927
40,1959,1,1,0.004389927
1,1960,1,1,9.576183e-06
2,1960,1,1,0.0007449999
3,1960,1,1,0.001057523
4,1960,1,1,0.001468412
5,1960,1,1,0.001811762
6,1960,1,1,0.002601925
7,1960,1,1,0.003503729
8,1960,1,1,0.003924319
9,1960,1,1,0.00386096
10,1960,1,1,0.003634275
11,1960,1,1,0.00342512
12,1960,1,1,0.003270327
13,1960,1,1,0.003159322
14,1960,1,1,0.003080088
15,1960,1,1,0.003023576
16,1960,1,1,0.002983204
17,1960,1,1,0.002954281
18,1960,1,1,0.002933508
19,1960,1,1,0.002918566
20,1960,1,1,0.002907818
21,1960,1,1,0.0029001
22,1960,1,1,0.002894572
23,1960,1,1,0.002890629
24,1960,1,1,0.002887832
25,1960,1,1,0.002885864
26,1960,1,1,0.002884484
27,1960,1,1,0.002883525
28,1960,1,1,0.002882866
29,1960,1,1,0.002882419
30,1960,1,1,0.002882122
31,1960,1,1,0.002881929
32,1960,1,1,0.002881808
33,1960,1,1,0.002881737
34,1960,1,1,0.002881698
35,1960,1,1,0.002881681
36,1960,1,1,0.002881678
37,1960,1,1,0.002881684
38,1960,1,1,0.002881684
39,1960,1,1,0.002881684
40,1960,1,1,0.002881684
1,1961,1,1,4.599099e-06
2,1961,1,1,0.001757388
3,1961,1,1,0.002438416
4,1961,1,1,0.003077985
5,1961,1,1,0.002889975
6,1961,1,1,0.00312287
7,1961,1,1,0.003620013
8,1961,1,1,0.003710209
9,1961,1,1,0.003417201
10,1961,1,1,0.003094937
11,1961,1,1,0.002904888
12,1961,1,1,0.002820652
13,1961,1,1,0.002784669
14,1961,1,1,0.002769002
15,1961,1,1,0.002762209
16,1961,1,1,0.002759384
17,1961,1,1,0.002758308
18,1961,1,1,0.002757963
19,1961,1,1,0.002757899
20,1961,1,1,0.002757926
21,1961,1,1,0.002757973
22,1961,1,1,0.00275802
23,1961,1,1,0.002758062
24,1961,1,1,0.002758102
25,1961,1,1,0.002758148
26,1961,1,1,0.002758184
27,1961,1,1,0.002758214
28,1961,1,1,0.002758241
29,1961,1,1,0.002758266
30,1961,1,1,0.002758288
31,1961,1,1,0.002758309
32,1961,1,1,0.002758328
33,1961,1,1,0.002758346
34,1961,1,1,0.002758362
35,1961,1,1,0.002758376
36,1961,1,1,0.002758389
37,1961,1,1,0.0027584
38,1961,1,1,0.0027584
39,1961,1,1,0.0027584
40,1961,1,1,0.0027584
1,1962,1,1,1.425015e-05
2,1962,1,1,0.002618754
3,1962,1,1,0.003328594
4,1962,1,1,0.004237607
5,1962,1,1,0.004681708
6,1962,1,1,0.006031017
7,1962,1,1,0.007607283
8,1962,1,1,0.008198256
9,1962,1,1,0.007862823
10,1962,1,1,0.00727067
11,1962,1,1,0.006779117
12,1962,1,1,0.006433925
13,1962,1,1,0.006191012
14,1962,1,1,0.006017673
15,1962,1,1,0.005893226
16,1962,1,1,0.005803617
17,1962,1,1,0.00573897
18,1962,1,1,0.005692282
19,1962,1,1,0.005658564
20,1962,1,1,0.005634241
21,1962,1,1,0.005616737
22,1962,1,1,0.005604181
23,1962,1,1,0.005595213
24,1962,1,1,0.005588841
25,1962,1,1,0.00558435
26,1962,1,1,0.005581192
27,1962,1,1,0.005578989
28,1962,1,1,0.005577467
29,1962,1,1,0.005576428
30,1962,1,1,0.00557573
31,1962,1,1,0.00557527
32,1962,1,1,0.005574975
33,1962,1,1,0.005574794
34,1962,1,1,0.00557469
35,1962,1,1,0.005574638
36,1962,1,1,0.005574619
37,1962,1,1,0.005574621
38,1962,1,1,0.005574621
39,1962,1,1,0.005574621
40,1962,1,1,0.005574621
1,1963,1,1,6.464795e-06
2,1963,1,1,0.001062256
3,1963,1,1,0.001397565
4,1963,1,1,0.001804736
5,1963,1,1,0.001996229
6,1963,1,1,0.002591086
7,1963,1,1,0.003309992
8,1963,1,1,0.003617606
9,1963,1,1,0.003527572
10,1963,1,1,0.003326723
11,1963,1,1,0.003166786
12,1963,1,1,0.003064027
13,1963,1,1,0.002997682
14,1963,1,1,0.002953615
15,1963,1,1,0.002923746
16,1963,1,1,0.002903169
17,1963,1,1,0.002888788
18,1963,1,1,0.002878619
19,1963,1,1,0.002871367
20,1963,1,1,0.00286617
21,1963,1,1,0.002862441
22,1963,1,1,0.00285977
23,1963,1,1,0.002857865
24,1963,1,1,0.002856514
25,1963,1,1,0.002855568
26,1963,1,1,0.002854906
27,1963,1,1,0.002854448
28,1963,1,1,0.002854136
29,1963,1,1,0.002853927
30,1963,1,1,0.002853791
31,1963,1,1,0.002853705
32,1963,1,1,0.002853654
33,1963,1,1,0.002853627
34,1963,1,1,0.002853615
35,1963,1,1,0.002853613
36,1963,1,1,0.002853617
37,1963,1,1,0.002853625
38,1963,1,1,0.002853625
39,1963,1,1,0.002853625
40,1963,1,1,0.002853625
1,1964,1,1,4.110368e-06
2,1964,1,1,0.002049698
3,1964,1,1,0.002714515
4,1964,1,1,0.003367118
5,1964,1,1,0.003174488
6,1964,1,1,0.003414538
7,1964,1,1,0.003886106
8,1964,1,1,0.003896002
9,1964,1,1,0.003493724
10,1964,1,1,0.003059951
11,1964,1,1,0.002770693
12,1964,1,1,0.002603876
13,1964,1,1,0.002501233
14,1964,1,1,0.002433116
15,1964,1,1,0.002385966
16,1964,1,1,0.002352639
17,1964,1,1,0.002328829
18,1964,1,1,0.002311723
19,1964,1,1,0.002299406
20,1964,1,1,0.002290536
21,1964,1,1,0.00228416
22,1964,1,1,0.002279592
23,1964,1,1,0.002276334
24,1964,1,1,0.002274024
25,1964,1,1,0.002272403
26,1964,1,1,0.002271262
27,1964,1,1,0.002270464
28,1964,1,1,0.002269913
29,1964,1,1,0.002269535
30,1964,1,1,0.002269281
31,1964,1,1,0.002269113
32,1964,1,1,0.002269005
33,1964,1,1,0.002268938
34,1964,1,1,0.002268899
35,1964,1,1,0.002268879
36,1964,1,1,0.002268871
37,1964,1,1,0.002268872
38,1964,1,1,0.002268872
39,1964,1,1,0.002268872
40,1964,1,1,0.002268872
1,1965,1,1,4.702397e-06
2,1965,1,1,0.001338787
3,1965,1,1,0.001648645
4,1965,1,1,0.002043236
5,1965,1,1,0.00219664
6,1965,1,1,0.002747546
7,1965,1,1,0.003406275
8,1965,1,1,0.003663114
9,1965,1,1,0.003550816
10,1965,1,1,0.003345505
11,1965,1,1,0.003189264
12,1965,1,1,0.003092437
13,1965,1,1,0.003031325
14,1965,1,1,0.002991152
15,1965,1,1,0.002964016
16,1965,1,1,0.002945322
17,1965,1,1,0.002932234
18,1965,1,1,0.002922954
19,1965,1,1,0.002916316
20,1965,1,1,0.002911543
21,1965,1,1,0.002908109
22,1965,1,1,0.002905641
23,1965,1,1,0.002903876
24,1965,1,1,0.002902622
25,1965,1,1,0.002901742
26,1965,1,1,0.002901124
27,1965,1,1,0.002900694
28,1965,1,1,0.002900401
29,1965,1,1,0.002900203
30,1965,1,1,0.002900073
31,1965,1,1,0.002899991
32,1965,1,1,0.002899941
33,1965,1,1,0.002899913
34,1965,1,1,0.0028999
35,1965,1,1,0.002899897
36,1965,1,1,0.0028999
37,1965,1,1,0.002899906
38,1965,1,1,0.002899906
39,1965,1,1,0.002899906
40,1965,1,1,0.002899906
1,1966,1,1,5.066085e-06
2,1966,1,1,0.001658289
3,1966,1,1,0.001891498
4,1966,1,1,0.002283498
5,1966,1,1,0.002548064
6,1966,1,1,0.00326432
7,1966,1,1,0.00402525
8,1966,1,1,0.004275427
9,1966,1,1,0.004079185
10,1966,1,1,0.003756126
11,1966,1,1,0.003477922
12,1966,1,1,0.003271974
13,1966,1,1,0.003120669
14,1966,1,1,0.003009224
15,1966,1,1,0.002927339
16,1966,1,1,0.002867379
17,1966,1,1,0.002823607
18,1966,1,1,0.002791737
19,1966,1,1,0.002768596
20,1966,1,1,0.002751845
21,1966,1,1,0.002739761
22,1966,1,1,0.002731078
23,1966,1,1,0.002724866
24,1966,1,1,0.002720444
25,1966,1,1,0.002717317
26,1966,1,1,0.002715113
27,1966,1,1,0.002713569
28,1966,1,1,0.002712498
29,1966,1,1,0.002711762
30,1966,1,1,0.002711262
31,1966,1,1,0.002710928
32,1966,1,1,0.002710709
33,1966,1,1,0.002710571
34,1966,1,1,0.002710487
35,1966,1,1,0.002710441
36,1966,1,1,0.002710418
37,1966,1,1,0.002710412
38,1966,1,1,0.002710412
39,1966,1,1,0.002710412
40,1966,1,1,0.002710412
1,1967,1,1,6.975528e-06
2,1967,1,1,0.00161974
3,1967,1,1,0.002086998
4,1967,1,1,0.002634366
5,1967,1,1,0.002777999
6,1967,1,1,0.003417972
7,1967,1,1,0.004217497
8,1967,1,1,0.004491294
9,1967,1,1,0.004274301
10,1967,1,1,0.003941332
11,1967,1,1,0.003685044
12,1967,1,1,0.003517911
13,1967,1,1,0.003406362
14,1967,1,1,0.003329352
15,1967,1,1,0.003275208
16,1967,1,1,0.003236747
17,1967,1,1,0.003209241
18,1967,1,1,0.003189482
19,1967,1,1,0.003175255
20,1967,1,1,0.003165008
21,1967,1,1,0.003157638
22,1967,1,1,0.003152353
23,1967,1,1,0.003148579
24,1967,1,1,0.0031459
25,1967,1,1,0.003144015
26,1967,1,1,0.003142691
27,1967,1,1,0.003141768
28,1967,1,1,0.003141131
29,1967,1,1,0.003140699
30,1967,1,1,0.003140409
31,1967,1,1,0.00314022
32,1967,1,1,0.0031401
33,1967,1,1,0.003140028
34,1967,1,1,0.003139988
35,1967,1,1,0.003139969
36,1967,1,1,0.003139964
37,1967,1,1,0.003139968
38,1967,1,1,0.003139968
39,1967,1,1,0.003139968
40,1967,1,1,0.003139968
1,1968,1,1,6.294682e-06
2,1968,1,1,0.002107624
3,1968,1,1,0.002350746
4,1968,1,1,0.002817405
5,1968,1,1,0.003196213
6,1968,1,1,0.00414688
7,1968,1,1,0.005127533
8,1968,1,1,0.005452071
9,1968,1,1,0.005208289
10,1968,1,1,0.004795433
11,1968,1,1,0.004430804
12,1968,1,1,0.004154525
13,1968,1,1,0.003948502
14,1968,1,1,0.003795413
15,1968,1,1,0.003682319
16,1968,1,1,0.003599219
17,1968,1,1,0.003538417
18,1968,1,1,0.003494086
19,1968,1,1,0.003461872
20,1968,1,1,0.003438543
21,1968,1,1,0.003421709
22,1968,1,1,0.003409611
23,1968,1,1,0.003400955
24,1968,1,1,0.003394791
25,1968,1,1,0.003390431
26,1968,1,1,0.003387356
27,1968,1,1,0.003385203
28,1968,1,1,0.003383707
29,1968,1,1,0.003382678
30,1968,1,1,0.003381978
31,1968,1,1,0.00338151
32,1968,1,1,0.003381203
33,1968,1,1,0.003381008
34,1968,1,1,0.003380889
35,1968,1,1,0.003380822
36,1968,1,1,0.003380789
37,1968,1,1,0.003380778
38,1968,1,1,0.003380778
39,1968,1,1,0.003380778
40,1968,1,1,0.003380778
1,1969,1,1,5.478196e-06
2,1969,1,1,0.003867873
3,1969,1,1,0.005402803
4,1969,1,1,0.006746261
5,1969,1,1,0.005927804
6,1969,1,1,0.005783543
7,1969,1,1,0.006193032
8,1969,1,1,0.005876769
9,1969,1,1,0.00491378
10,1969,1,1,0.004002437
11,1969,1,1,0.003441749
12,1969,1,1,0.003146111
13,1969,1,1,0.002977375
14,1969,1,1,0.002870395
15,1969,1,1,0.00279806
16,1969,1,1,0.002747525
17,1969,1,1,0.002711645
18,1969,1,1,0.002685973
19,1969,1,1,0.002667546
20,1969,1,1,0.002654315
21,1969,1,1,0.002644832
22,1969,1,1,0.002638057
23,1969,1,1,0.00263324
24,1969,1,1,0.002629834
25,1969,1,1,0.002627458
26,1969,1,1,0.002625785
27,1969,1,1,0.002624616
28,1969,1,1,0.002623806
29,1969,1,1,0.002623251
30,1969,1,1,0.002622875
31,1969,1,1,0.002622627
32,1969,1,1,0.002622466
33,1969,1,1,0.002622365
34,1969,1,1,0.002622306
35,1969,1,1,0.002622274
36,1969,1,1,0.00262226
37,1969,1,1,0.002622258
38,1969,1,1,0.002622258
39,1969,1,1,0.002622258
40,1969,1,1,0.002622258
1,1970,1,1,1.47406e-05
2,1970,1,1,0.003351274
3,1970,1,1,0.004760091
4,1970,1,1,0.006137238
5,1970,1,1,0.005993564
6,1970,1,1,0.006832604
7,1970,1,1,0.008205992
8,1970,1,1,0.008575006
9,1970,1,1,0.007972032
10,1970,1,1,0.007217771
11,1970,1,1,0.006709861
12,1970,1,1,0.006427048
13,1970,1,1,0.00626289
14,1970,1,1,0.00616075
15,1970,1,1,0.006094114
16,1970,1,1,0.006049257
17,1970,1,1,0.006018372
18,1970,1,1,0.005996754
19,1970,1,1,0.005981451
20,1970,1,1,0.005970549
21,1970,1,1,0.005962764
22,1970,1,1,0.005957212
23,1970,1,1,0.00595327
24,1970,1,1,0.005950491
25,1970,1,1,0.005948561
26,1970,1,1,0.005947213
27,1970,1,1,0.005946282
28,1970,1,1,0.005945649
29,1970,1,1,0.005945227
30,1970,1,1,0.005944953
31,1970,1,1,0.005944782
32,1970,1,1,0.005944682
33,1970,1,1,0.00594463
34,1970,1,1,0.005944608
35,1970,1,1,0.005944607
36,1970,1,1,0.005944618
37,1970,1,1,0.005944637
38,1970,1,1,0.005944637
39,1970,1,1,0.005944637
40,1970,1,1,0.005944637
1,1971,1,1,6.002405e-06
2,1971,1,1,0.003337194
3,1971,1,1,0.004919114
4,1971,1,1,0.006242376
5,1971,1,1,0.005392608
6,1971,1,1,0.005180419
7,1971,1,1,0.005589994
8,1971,1,1,0.005391882
9,1971,1,1,0.004617327
10,1971,1,1,0.003909705
11,1971,1,1,0.003536064
12,1971,1,1,0.003398594
13,1971,1,1,0.003358178
14,1971,1,1,0.003352229
15,1971,1,1,0.00335758
16,1971,1,1,0.003365709
17,1971,1,1,0.003373524
18,1971,1,1,0.003380052
19,1971,1,1,0.003385159
20,1971,1,1,0.003389014
21,1971,1,1,0.003391866
22,1971,1,1,0.003393954
23,1971,1,1,0.003395475
24,1971,1,1,0.003396584
25,1971,1,1,0.00339741
26,1971,1,1,0.003397997
27,1971,1,1,0.003398417
28,1971,1,1,0.003398717
29,1971,1,1,0.003398932
30,1971,1,1,0.003399088
31,1971,1,1,0.003399201
32,1971,1,1,0.003399283
33,1971,1,1,0.003399343
34,1971,1,1,0.003399388
35,1971,1,1,0.003399421
36,1971,1,1,0.003399446
37,1971,1,1,0.003399464
38,1971,1,1,0.003399464
39,1971,1,1,0.003399464
40,1971,1,1,0.003399464
1,1972,1,1,6.574339e-06
2,1972,1,1,0.004270405
3,1972,1,1,0.006397105
4,1972,1,1,0.008122166
5,1972,1,1,0.0067857
6,1972,1,1,0.006145143
7,1972,1,1,0.006306966
8,1972,1,1,0.005735065
9,1972,1,1,0.004481148
10,1972,1,1,0.003368439
11,1972,1,1,0.002731479
12,1972,1,1,0.002432433
13,1972,1,1,0.002283298
14,1972,1,1,0.002199008
15,1972,1,1,0.002146519
16,1972,1,1,0.002111833
17,1972,1,1,0.002088112
18,1972,1,1,0.002071569
19,1972,1,1,0.002059909
20,1972,1,1,0.00205165
21,1972,1,1,0.002045796
22,1972,1,1,0.002041656
23,1972,1,1,0.002038742
24,1972,1,1,0.002036707
25,1972,1,1,0.002035318
26,1972,1,1,0.002034343
27,1972,1,1,0.002033666
28,1972,1,1,0.002033201
29,1972,1,1,0.002032885
30,1972,1,1,0.002032675
31,1972,1,1,0.002032539
32,1972,1,1,0.002032453
33,1972,1,1,0.002032402
34,1972,1,1,0.002032374
35,1972,1,1,0.002032362
36,1972,1,1,0.00203236
37,1972,1,1,0.002032364
38,1972,1,1,0.002032364
39,1972,1,1,0.002032364
40,1972,1,1,0.002032364
1,1973,1,1,4.348336e-06
2,1973,1,1,0.005869902
3,1973,1,1,0.008706305
4,1973,1,1,0.01095286
5,1973,1,1,0.008936747
6,1973,1,1,0.007726479
7,1973,1,1,0.0075892
8,1973,1,1,0.006619313
9,1973,1,1,0.004900715
10,1973,1,1,0.003452635
11,1973,1,1,0.002665908
12,1973,1,1,0.002329104
13,1973,1,1,0.002181369
14,1973,1,1,0.002108169
15,1973,1,1,0.002067291
16,1973,1,1,0.002042362
17,1973,1,1,0.002026246
18,1973,1,1,0.002015434
19,1973,1,1,0.002008015
20,1973,1,1,0.002002863
21,1973,1,1,0.001999268
22,1973,1,1,0.001996764
23,1973,1,1,0.001995031
24,1973,1,1,0.001993845
25,1973,1,1,0.001993072
26,1973,1,1,0.00199253
27,1973,1,1,0.001992154
28,1973,1,1,0.001991896
29,1973,1,1,0.001991723
30,1973,1,1,0.001991609
31,1973,1,1,0.001991536
32,1973,1,1,0.001991492
33,1973,1,1,0.001991467
34,1973,1,1,0.001991454
35,1973,1,1,0.001991451
36,1973,1,1,0.001991452
37,1973,1,1,0.001991457
38,1973,1,1,0.001991457
39,1973,1,1,0.001991457
40,1973,1,1,0.001991457
1,1974,1,1,1.032341e-05
2,1974,1,1,0.003249433
3,1974,1,1,0.004880634
4,1974,1,1,0.006292924
5,1974,1,1,0.005635413
6,1974,1,1,0.005747856
7,1974,1,1,0.0065018
8,1974,1,1,0.00649985
9,1974,1,1,0.005757726
10,1974,1,1,0.005008479
11,1974,1,1,0.004577013
12,1974,1,1,0.004387651
13,1974,1,1,0.00430649
14,1974,1,1,0.004270238
15,1974,1,1,0.004253549
16,1974,1,1,0.004245776
17,1974,1,1,0.004242144
18,1974,1,1,0.004240434
19,1974,1,1,0.004239614
20,1974,1,1,0.004239209
21,1974,1,1,0.004239005
22,1974,1,1,0.004238906
23,1974,1,1,0.00423887
24,1974,1,1,0.004238875
25,1974,1,1,0.004238922
26,1974,1,1,0.004238965
27,1974,1,1,0.004239006
28,1974,1,1,0.004239047
29,1974,1,1,0.004239088
30,1974,1,1,0.004239127
31,1974,1,1,0.004239164
32,1974,1,1,0.004239199
33,1974,1,1,0.004239232
34,1974,1,1,0.004239261
35,1974,1,1,0.004239288
36,1974,1,1,0.004239312
37,1974,1,1,0.004239333
38,1974,1,1,0.004239333
39,1974,1,1,0.004239333
40,1974,1,1,0.004239333
1,1975,1,1,1.366462e-05
2,1975,1,1,0.005505292
3,1975,1,1,0.008365817
4,1975,1,1,0.01073962
5,1975,1,1,0.009186215
6,1975,1,1,0.008689502
