year,season,fishery,area,catch
1958,3,1,1,195.823
1959,3,1,1,534.517
1960,3,1,1,302.567
1961,3,1,1,278.198
1962,3,1,1,285.238
1963,3,1,1,235.69
1964,3,1,1,377.42
1965,3,1,1,327.547
1966,3,1,1,545.932
1967,3,1,1,506.651
1968,3,1,1,486.04
1969,3,1,1,672.925
1970,3,1,1,961.086
1971,3,1,1,590.459
1972,3,1,1,482.242
1973,3,1,1,514.353
1974,3,1,1,574.782
1975,3,1,1,887.559
1976,3,1,1,1177.86
1977,3,1,1,3156.99
1978,3,1,1,3834.03
1979,3,1,1,2934.94
1980,3,1,1,1350.66
1981,3,1,1,1155.73
1982,3,1,1,1061.36
1983,3,1,1,1339.56
1984,3,1,1,1024.2
1985,3,1,1,877.68
1986,3,1,1,1210.13
1987,3,1,1,1120.32
1988,3,1,1,1769.71
1989,3,1,1,1113.27
1990,3,1,1,1020.36
1991,3,1,1,1284.35
1992,3,1,1,1439.46
1993,3,1,1,1211.97
1994,3,1,1,584.443
1995,3,1,1,1092.2
1996,3,1,1,877.578
1997,3,1,1,665.165
1998,3,1,1,950.021
1999,3,1,1,679.443
2000,3,1,1,407.384
2001,3,1,1,615.737
2002,3,1,1,433.031
2003,3,1,1,939.318
2004,3,1,1,1196.32
2005,3,1,1,1130.2
2006,3,1,1,845.952
2007,3,1,1,860.225
2008,3,1,1,1266
2009,3,1,1,1476.93
2010,3,1,1,1212.74
2011,3,1,1,936.811
2012,3,1,1,426.215
2013,3,1,1,408.285
2014,3,1,1,746.621
2015,3,1,1,901.763
2016,3,1,1,1432.18
2017,3,1,1,966.89
2018,3,1,1,628.614
2019,3,1,1,1318.23
2020,3,1,1,702.032
2021,3,1,1,541.22
2022,3,1,1,611.51
2023,3,1,1,940.5
2024,3,1,1,1232.3
1952,3,2,1,49.6435
1953,3,2,1,13.9234
1954,3,2,1,15.1212
1955,3,2,1,15.5843
1956,3,2,1,3.25782
1957,3,2,1,3.59783
1958,3,2,1,22.2858
1959,3,2,1,135.168
1960,3,2,1,11.8489
1961,3,2,1,54.2844
1962,3,2,1,118.429
1963,3,2,1,44.6994
1964,3,2,1,38.9949
1965,3,2,1,123.544
1966,3,2,1,238.805
1967,3,2,1,130.07
1968,3,2,1,34.1355
1969,3,2,1,158.531
1970,3,2,1,361.442
1971,3,2,1,201.4
1972,3,2,1,152.022
1973,3,2,1,125.989
1974,3,2,1,432.925
1975,3,2,1,349.727
1976,3,2,1,505.107
1977,3,2,1,176.477
1978,3,2,1,251.534
1979,3,2,1,232.751
1980,3,2,1,213.609
1981,3,2,1,397.942
1982,3,2,1,141.833
1983,3,2,1,142.614
1984,3,2,1,93.3681
1985,3,2,1,85.9313
1986,3,2,1,249.83
1987,3,2,1,527.563
1988,3,2,1,533.777
1989,3,2,1,476.463
1990,3,2,1,278.643
1991,3,2,1,283.47
1992,3,2,1,404.304
1993,3,2,1,497.507
1994,3,2,1,256.17
1995,3,2,1,199.767
1996,3,2,1,429.121
1997,3,2,1,228.648
1998,3,2,1,128.837
1999,3,2,1,117.356
2000,3,2,1,110.418
2001,3,2,1,176.576
2002,3,2,1,34.4509
2003,3,2,1,209.86
2004,3,2,1,163.001
2005,3,2,1,111.326
2006,3,2,1,177.162
2007,3,2,1,170.816
2008,3,2,1,214.903
2009,3,2,1,225.244
2010,3,2,1,146.554
2011,3,2,1,147.465
2012,3,2,1,91.1825
2013,3,2,1,73.6454
2014,3,2,1,71.8105
2015,3,2,1,109.495
2016,3,2,1,497.554
2017,3,2,1,750.163
2018,3,2,1,183.254
2019,3,2,1,388.511
2020,3,2,1,272.342
2021,3,2,1,447.291
2022,3,2,1,344.232
2023,3,2,1,119.201
2024,3,2,1,993.126
1952,3,3,1,0
1953,3,3,1,0
1954,3,3,1,0
1955,3,3,1,0
1956,3,3,1,0
1957,3,3,1,0
1958,3,3,1,0
1959,3,3,1,0
1960,3,3,1,0
1961,3,3,1,0
1962,3,3,1,0
1963,3,3,1,0
1964,3,3,1,0
1965,3,3,1,0
1966,3,3,1,0
1967,3,3,1,0
1968,3,3,1,0
1969,3,3,1,0
1970,3,3,1,0
1971,3,3,1,0
1972,3,3,1,0
1973,3,3,1,0
1974,3,3,1,0
1975,3,3,1,0
1976,3,3,1,0
1977,3,3,1,0
1978,3,3,1,0
1979,3,3,1,0
1980,3,3,1,0
1981,3,3,1,0
1982,3,3,1,0
1983,3,3,1,0
1984,3,3,1,0
1985,3,3,1,0
1986,3,3,1,0
1987,3,3,1,0
1988,3,3,1,0
1989,3,3,1,0
1990,3,3,1,0
1991,3,3,1,125.426
1992,3,3,1,62.5914
1993,3,3,1,112.648
1994,3,3,1,107.367
1995,3,3,1,176.846
1996,3,3,1,113.792
1997,3,3,1,215.129
1998,3,3,1,140.927
1999,3,3,1,58.3886
2000,3,3,1,133.79
2001,3,3,1,100.545
2002,3,3,1,53.1282
2003,3,3,1,60.441
2004,3,3,1,244.419
2005,3,3,1,84.599
2006,3,3,1,119.997
2007,3,3,1,93.0316
2008,3,3,1,62.0495
2009,3,3,1,65.1006
2010,3,3,1,107.135
2011,3,3,1,116.485
2012,3,3,1,64.5784
2013,3,3,1,52.0035
2014,3,3,1,33.2225
2015,3,3,1,32.7317
2016,3,3,1,103.582
2017,3,3,1,378.403
2018,3,3,1,240.709
2019,3,3,1,331.5
2020,3,3,1,357.353
2021,3,3,1,485.977
2022,3,3,1,425.056
2023,3,3,1,365.24
2024,3,3,1,800.864
1952,3,4,2,200.763
1953,3,4,2,234.681
1954,3,4,2,261.066
1955,3,4,2,170.313
1956,3,4,2,171.034
1957,3,4,2,197.575
1958,3,4,2,222.735
1959,3,4,2,165.608
1960,3,4,2,95.728
1961,3,4,2,579.89
1962,3,4,2,486.971
1963,3,4,2,135.777
1964,3,4,2,513.012
1965,3,4,2,1321.39
1966,3,4,2,1105.84
1967,3,4,2,1078.02
1968,3,4,2,582.952
1969,3,4,2,509.881
1970,3,4,2,744.845
1971,3,4,2,694.56
1972,3,4,2,580.169
1973,3,4,2,1274.71
1974,3,4,2,2248.12
1975,3,4,2,3242.05
1976,3,4,2,3725.47
1977,3,4,2,930.62
1978,3,4,2,4728.52
1979,3,4,2,2499.43
1980,3,4,2,1544.9
1981,3,4,2,562.059
1982,3,4,2,361.318
1983,3,4,2,1173.79
1984,3,4,2,483.795
1985,3,4,2,378.808
1986,3,4,2,310.891
1987,3,4,2,373.856
1988,3,4,2,373.531
1989,3,4,2,944.317
1990,3,4,2,792.103
1991,3,4,2,513.205
1992,3,4,2,696.871
1993,3,4,2,452.606
1994,3,4,2,280.577
1995,3,4,2,587.738
1996,3,4,2,242.497
1997,3,4,2,303.022
1998,3,4,2,204.882
1999,3,4,2,216.103
2000,3,4,2,146.856
2001,3,4,2,400.904
2002,3,4,2,68.6892
2003,3,4,2,135.197
2004,3,4,2,165.691
2005,3,4,2,208.804
2006,3,4,2,100.668
2007,3,4,2,165.651
2008,3,4,2,128.506
2009,3,4,2,80.3232
2010,3,4,2,91.3361
2011,3,4,2,55.9903
2012,3,4,2,93.7841
2013,3,4,2,66.9113
2014,3,4,2,142.15
2015,3,4,2,99.0299
2016,3,4,2,229.295
2017,3,4,2,325.988
2018,3,4,2,383.413
2019,3,4,2,507.061
2020,3,4,2,120.288
2021,3,4,2,152.262
2022,3,4,2,142.719
2023,3,4,2,147.074
2024,3,4,2,64.6605
1952,3,5,2,0
1953,3,5,2,0
1954,3,5,2,0
1955,3,5,2,0
1956,3,5,2,0
1957,3,5,2,0
1958,3,5,2,878.888
1959,3,5,2,716.636
1960,3,5,2,708.397
1961,3,5,2,810.829
1962,3,5,2,815.358
1963,3,5,2,937.173
1964,3,5,2,1071.45
1965,3,5,2,1190.58
1966,3,5,2,1296.03
1967,3,5,2,1314.53
1968,3,5,2,2256.88
1969,3,5,2,1862.33
1970,3,5,2,2427.37
1971,3,5,2,1901.96
1972,3,5,2,1338.4
1973,3,5,2,3612.92
1974,3,5,2,3001.97
1975,3,5,2,4421.05
1976,3,5,2,4621.68
1977,3,5,2,6730.5
1978,3,5,2,10331.3
1979,3,5,2,12861.9
1980,3,5,2,8423.68
1981,3,5,2,8743.14
1982,3,5,2,8829.69
1983,3,5,2,8999.04
1984,3,5,2,8488.71
1985,3,5,2,7592.55
1986,3,5,2,7202.95
1987,3,5,2,8922.8
1988,3,5,2,9519.82
1989,3,5,2,9029.65
1990,3,5,2,9375.24
1991,3,5,2,8033.73
1992,3,5,2,9220.96
1993,3,5,2,7198.04
1994,3,5,2,6995.84
1995,3,5,2,8042.19
1996,3,5,2,9759.54
1997,3,5,2,7846.24
1998,3,5,2,9406.34
1999,3,5,2,9858.57
2000,3,5,2,10848.1
2001,3,5,2,14171.1
2002,3,5,2,12895.9
2003,3,5,2,12223.3
2004,3,5,2,11010.8
2005,3,5,2,8824.55
2006,3,5,2,8083.71
2007,3,5,2,9520
2008,3,5,2,10246.2
2009,3,5,2,12417.2
2010,3,5,2,10591.4
2011,3,5,2,11893.8
2012,3,5,2,14647.5
2013,3,5,2,12372.2
2014,3,5,2,15955.9
2015,3,5,2,12192.5
2016,3,5,2,13062.4
2017,3,5,2,5451.75
2018,3,5,2,10821.8
2019,3,5,2,8470.3
2020,3,5,2,5171.65
2021,3,5,2,5697.77
2022,3,5,2,5114.18
2023,3,5,2,4392.56
2024,3,5,2,530.847
1952,3,6,3,627.237
1953,3,6,3,1553.24
1954,3,6,3,483.328
1955,3,6,3,188.03
1956,3,6,3,63.9332
1957,3,6,3,108.773
1958,3,6,3,102.476
1959,3,6,3,144.557
1960,3,6,3,20.1937
1961,3,6,3,459.733
1962,3,6,3,1169.11
1963,3,6,3,279.764
1964,3,6,3,130.098
1965,3,6,3,539.118
1966,3,6,3,933.272
1967,3,6,3,302.378
1968,3,6,3,519.693
1969,3,6,3,317.24
1970,3,6,3,172.13
1971,3,6,3,919.951
1972,3,6,3,717.702
1973,3,6,3,1645.27
1974,3,6,3,533.146
1975,3,6,3,774.12
1976,3,6,3,372.503
1977,3,6,3,656.425
1978,3,6,3,1570.56
1979,3,6,3,994.344
1980,3,6,3,3245.75
1981,3,6,3,3005.31
1982,3,6,3,2371.27
1983,3,6,3,2390.31
1984,3,6,3,304.541
1985,3,6,3,908.215
1986,3,6,3,725.029
1987,3,6,3,82.0275
1988,3,6,3,643.144
1989,3,6,3,667.797
1990,3,6,3,57.0917
1991,3,6,3,438
1992,3,6,3,270.483
1993,3,6,3,185.097
1994,3,6,3,547.916
1995,3,6,3,537.655
1996,3,6,3,4.01663
1997,3,6,3,223.845
1998,3,6,3,217.579
1999,3,6,3,142.102
2000,3,6,3,218.953
2001,3,6,3,297.969
2002,3,6,3,489.099
2003,3,6,3,636.491
2004,3,6,3,393.132
2005,3,6,3,792.323
2006,3,6,3,432.181
2007,3,6,3,796.252
2008,3,6,3,1736.71
2009,3,6,3,1430.51
2010,3,6,3,1925.7
2011,3,6,3,1463.05
2012,3,6,3,2099.01
2013,3,6,3,1074.56
2014,3,6,3,91.4936
2015,3,6,3,1463.84
2016,3,6,3,1432.16
2017,3,6,3,1294.98
2018,3,6,3,2180.65
2019,3,6,3,1383.56
2020,3,6,3,460.112
2021,3,6,3,951.89
2022,3,6,3,2421.94
2023,3,6,3,1946.86
2024,3,6,3,1866.56
1952,3,7,4,1783.48
1953,3,7,4,1934.52
1954,3,7,4,391.926
1955,3,7,4,249.021
1956,3,7,4,376.522
1957,3,7,4,862.82
1958,3,7,4,1664.05
1959,3,7,4,1143.08
1960,3,7,4,2247.07
1961,3,7,4,6623.83
1962,3,7,4,5084.67
1963,3,7,4,6950.67
1964,3,7,4,6936.66
1965,3,7,4,3262.43
1966,3,7,4,8063.33
1967,3,7,4,2853.62
1968,3,7,4,5204.69
1969,3,7,4,6003.62
1970,3,7,4,2784.16
1971,3,7,4,4217.87
1972,3,7,4,2527
1973,3,7,4,4998.22
1974,3,7,4,3280.94
1975,3,7,4,2240.03
1976,3,7,4,2838.09
1977,3,7,4,12461.8
1978,3,7,4,10374
1979,3,7,4,8831.28
1980,3,7,4,12370.2
1981,3,7,4,8772.97
1982,3,7,4,4513.44
1983,3,7,4,3932.09
1984,3,7,4,4510.3
1985,3,7,4,5672.27
1986,3,7,4,2605.51
1987,3,7,4,3780.68
1988,3,7,4,4569.5
1989,3,7,4,4059.81
1990,3,7,4,5443.05
1991,3,7,4,3183.18
1992,3,7,4,5446.24
1993,3,7,4,3051.65
1994,3,7,4,3309.85
1995,3,7,4,2712.77
1996,3,7,4,2836.95
1997,3,7,4,2218.56
1998,3,7,4,2908.77
1999,3,7,4,1685.98
2000,3,7,4,3233.41
2001,3,7,4,1342.89
2002,3,7,4,3199.8
2003,3,7,4,2450.26
2004,3,7,4,2390.45
2005,3,7,4,13775.4
2006,3,7,4,2765.7
2007,3,7,4,2431.68
2008,3,7,4,2915.37
2009,3,7,4,3462.09
2010,3,7,4,1843.24
2011,3,7,4,1354.49
2012,3,7,4,3617.67
2013,3,7,4,2843.25
2014,3,7,4,4629.83
2015,3,7,4,3236.02
2016,3,7,4,2702.71
2017,3,7,4,2180.15
2018,3,7,4,1912.86
2019,3,7,4,1669.7
2020,3,7,4,1196.73
2021,3,7,4,1881.89
2022,3,7,4,3135.43
2023,3,7,4,2232.41
2024,3,7,4,4340.19
1952,3,8,4,450.882
1953,3,8,4,2559.73
1954,3,8,4,720.37
1955,3,8,4,2336.96
1956,3,8,4,1501.58
1957,3,8,4,5888.29
1958,3,8,4,7924.07
1959,3,8,4,3542.51
1960,3,8,4,4833.69
1961,3,8,4,5168.6
1962,3,8,4,6130.28
1963,3,8,4,5871.94
1964,3,8,4,3197.59
1965,3,8,4,4690.81
1966,3,8,4,5605.45
1967,3,8,4,3263.6
1968,3,8,4,3600.98
1969,3,8,4,2967.86
1970,3,8,4,3472.83
1971,3,8,4,2638.33
1972,3,8,4,5903.72
1973,3,8,4,1869.69
1974,3,8,4,1493.48
1975,3,8,4,2081.83
1976,3,8,4,4994.99
1977,3,8,4,6418.56
1978,3,8,4,3539
1979,3,8,4,7774.6
1980,3,8,4,13254.4
1981,3,8,4,4380.66
1982,3,8,4,8460.52
1983,3,8,4,9027.57
1984,3,8,4,7189.85
1985,3,8,4,7861.5
1986,3,8,4,7447.65
1987,3,8,4,7823.75
1988,3,8,4,5778.9
1989,3,8,4,4680.45
1990,3,8,4,6616.86
1991,3,8,4,3707.28
1992,3,8,4,7607.59
1993,3,8,4,7380.19
1994,3,8,4,5859.42
1995,3,8,4,3036.76
1996,3,8,4,10586
1997,3,8,4,6575.25
1998,3,8,4,5153.63
1999,3,8,4,3701.28
2000,3,8,4,10702.8
2001,3,8,4,5356.31
2002,3,8,4,7852.97
2003,3,8,4,2425.54
2004,3,8,4,16854.3
2005,3,8,4,4726.84
2006,3,8,4,3149.08
2007,3,8,4,5870.37
2008,3,8,4,2867.38
2009,3,8,4,5137.51
2010,3,8,4,6151.47
2011,3,8,4,4014.26
2012,3,8,4,4151.96
2013,3,8,4,2823.2
2014,3,8,4,4741.41
2015,3,8,4,7875.23
2016,3,8,4,9398.26
2017,3,8,4,4251.86
2018,3,8,4,4732.91
2019,3,8,4,10560.3
2020,3,8,4,7267.45
2021,3,8,4,5219.28
2022,3,8,4,6764.73
2023,3,8,4,3415.74
2024,3,8,4,14518.6
1952,3,9,4,0
1953,3,9,4,0
1954,3,9,4,0
1955,3,9,4,0
1956,3,9,4,0
1957,3,9,4,0
1958,3,9,4,0
1959,3,9,4,0
1960,3,9,4,0
1961,3,9,4,0
1962,3,9,4,0
1963,3,9,4,0
1964,3,9,4,0
1965,3,9,4,0
1966,3,9,4,0
1967,3,9,4,0
1968,3,9,4,0
1969,3,9,4,0
1970,3,9,4,0
1971,3,9,4,0
1972,3,9,4,0
1973,3,9,4,0
1974,3,9,4,0
1975,3,9,4,0
1976,3,9,4,0
1977,3,9,4,0
1978,3,9,4,0
1979,3,9,4,0
1980,3,9,4,0
1981,3,9,4,0
1982,3,9,4,0
1983,3,9,4,0
1984,3,9,4,0
1985,3,9,4,66.1148
1986,3,9,4,2.55473
1987,3,9,4,2.54293
1988,3,9,4,31.4427
1989,3,9,4,93.8393
1990,3,9,4,163.285
1991,3,9,4,150.813
1992,3,9,4,1456.91
1993,3,9,4,1238.28
1994,3,9,4,2798.06
1995,3,9,4,2670.07
1996,3,9,4,1625.3
1997,3,9,4,2093.95
1998,3,9,4,927.926
1999,3,9,4,1483.01
2000,3,9,4,2375.14
2001,3,9,4,803.363
2002,3,9,4,1024.86
2003,3,9,4,772.186
2004,3,9,4,391.612
2005,3,9,4,334.051
2006,3,9,4,745.574
2007,3,9,4,954.019
2008,3,9,4,1598.48
2009,3,9,4,1858.15
2010,3,9,4,649.728
2011,3,9,4,1517.03
2012,3,9,4,4068.84
2013,3,9,4,1240.94
2014,3,9,4,1974.73
2015,3,9,4,2548.28
2016,3,9,4,3477.57
2017,3,9,4,4236.24
2018,3,9,4,3698.73
2019,3,9,4,2108.49
2020,3,9,4,889.155
2021,3,9,4,1836.97
2022,3,9,4,2098.18
2023,3,9,4,2703.39
2024,3,9,4,4646.57
1952,3,10,5,104.866
1953,3,10,5,522.184
1954,3,10,5,2023.18
1955,3,10,5,1262.6
1956,3,10,5,548.46
1957,3,10,5,1488.74
1958,3,10,5,2710.85
1959,3,10,5,2537.15
1960,3,10,5,2820.78
1961,3,10,5,3065.49
1962,3,10,5,4819.01
1963,3,10,5,3219.8
1964,3,10,5,2780.08
1965,3,10,5,3360.77
1966,3,10,5,3181.71
1967,3,10,5,2624.62
1968,3,10,5,1235.22
1969,3,10,5,1589.16
1970,3,10,5,1910.3
1971,3,10,5,2429.99
1972,3,10,5,1810.75
1973,3,10,5,3853.74
1974,3,10,5,1741.41
1975,3,10,5,999.856
1976,3,10,5,1440.14
1977,3,10,5,409.673
1978,3,10,5,1618.14
1979,3,10,5,1721.61
1980,3,10,5,2735.7
1981,3,10,5,4512.38
1982,3,10,5,889.539
1983,3,10,5,2307.6
1984,3,10,5,1115.07
1985,3,10,5,3578.75
1986,3,10,5,1528.83
1987,3,10,5,1808
1988,3,10,5,4779.07
1989,3,10,5,2139.14
1990,3,10,5,2219.84
1991,3,10,5,1293.13
1992,3,10,5,2158.11
1993,3,10,5,3676.35
1994,3,10,5,2304.6
1995,3,10,5,2910.97
1996,3,10,5,4014.1
1997,3,10,5,2109.68
1998,3,10,5,2183.03
1999,3,10,5,720.671
2000,3,10,5,1780.24
2001,3,10,5,2123.7
2002,3,10,5,2498.36
2003,3,10,5,3369.48
2004,3,10,5,6497.01
2005,3,10,5,2656.03
2006,3,10,5,4084.27
2007,3,10,5,5115.88
2008,3,10,5,3638.51
2009,3,10,5,4454.12
2010,3,10,5,7400.71
2011,3,10,5,3592.35
2012,3,10,5,4025.62
2013,3,10,5,3107.31
2014,3,10,5,5744.42
2015,3,10,5,6390.88
2016,3,10,5,5579.26
2017,3,10,5,6635.69
2018,3,10,5,4600.64
2019,3,10,5,4851.86
2020,3,10,5,6519.11
2021,3,10,5,2393.53
2022,3,10,5,4343.55
2023,3,10,5,3542.46
2024,3,10,5,6471.14
1952,3,11,5,0
1953,3,11,5,0
1954,3,11,5,0
1955,3,11,5,0
1956,3,11,5,0
1957,3,11,5,0
1958,3,11,5,0
1959,3,11,5,0
1960,3,11,5,0
1961,3,11,5,0
1962,3,11,5,0
1963,3,11,5,0
1964,3,11,5,0
1965,3,11,5,0
1966,3,11,5,0
1967,3,11,5,0
1968,3,11,5,0
1969,3,11,5,0
1970,3,11,5,0
1971,3,11,5,0
1972,3,11,5,0
1973,3,11,5,0
1974,3,11,5,0
1975,3,11,5,0
1976,3,11,5,0
1977,3,11,5,0
1978,3,11,5,0
1979,3,11,5,0
1980,3,11,5,0
1981,3,11,5,0
1982,3,11,5,0
1983,3,11,5,0
1984,3,11,5,0
1985,3,11,5,0
1986,3,11,5,0
1987,3,11,5,1390.57
1988,3,11,5,1065
1989,3,11,5,339.326
1990,3,11,5,603.44
1991,3,11,5,429.798
1992,3,11,5,786.525
1993,3,11,5,250.749
1994,3,11,5,416.504
1995,3,11,5,935.59
1996,3,11,5,1022.69
1997,3,11,5,521.908
1998,3,11,5,847.823
1999,3,11,5,444.087
2000,3,11,5,706.933
2001,3,11,5,1045.17
2002,3,11,5,1886.77
2003,3,11,5,1672.49
2004,3,11,5,1193.71
2005,3,11,5,532.253
2006,3,11,5,977.899
2007,3,11,5,418.028
2008,3,11,5,964.502
2009,3,11,5,486.474
2010,3,11,5,460.664
2011,3,11,5,514.528
2012,3,11,5,525.131
2013,3,11,5,298.477
2014,3,11,5,538.601
2015,3,11,5,594.228
2016,3,11,5,278.82
2017,3,11,5,551.81
2018,3,11,5,412.776
2019,3,11,5,689.676
2020,3,11,5,461.381
2021,3,11,5,286.511
2022,3,11,5,444.812
2023,3,11,5,378.254
2024,3,11,5,591.169
1952,3,12,1,641.268
1953,3,12,1,315.027
1954,3,12,1,1000.21
1955,3,12,1,736.002
1956,3,12,1,181.053
1957,3,12,1,373.965
1958,3,12,1,834.468
1959,3,12,1,1078.99
1960,3,12,1,359.52
1961,3,12,1,694.239
1962,3,12,1,1743.76
1963,3,12,1,569.25
1964,3,12,1,911.733
1965,3,12,1,937.968
1966,3,12,1,1461
1967,3,12,1,848.7
1968,3,12,1,1721.98
1969,3,12,1,963.483
1970,3,12,1,883.62
1971,3,12,1,1442.63
1972,3,12,1,3991.81
1973,3,12,1,5349.83
1974,3,12,1,3741.24
1975,3,12,1,1301.24
1976,3,12,1,2583.8
1977,3,12,1,441.471
1978,3,12,1,248.985
1979,3,12,1,3146.19
1980,3,12,1,3013.54
1981,3,12,1,1951.9
1982,3,12,1,1412.3
1983,3,12,1,3571.82
1984,3,12,1,6648.13
1985,3,12,1,7552.35
1986,3,12,1,2890.75
1987,3,12,1,1650.34
1988,3,12,1,884.918
1989,3,12,1,3200.05
1990,3,12,1,3883.11
1991,3,12,1,1036.11
1992,3,12,1,2552.27
1993,3,12,1,1451.79
1994,3,12,1,587.902
1995,3,12,1,3097.61
1996,3,12,1,2819.52
1997,3,12,1,2041
1998,3,12,1,803.388
1999,3,12,1,2449.8
2000,3,12,1,1618.67
2001,3,12,1,751.336
2002,3,12,1,936.607
2003,3,12,1,1772.15
2004,3,12,1,634.719
2005,3,12,1,963.763
2006,3,12,1,1474.66
2007,3,12,1,1220.97
2008,3,12,1,2609.91
2009,3,12,1,716.129
2010,3,12,1,1264.87
2011,3,12,1,3188.98
2012,3,12,1,4473.49
2013,3,12,1,1920.49
2014,3,12,1,923.588
2015,3,12,1,1607.85
2016,3,12,1,4991.66
2017,3,12,1,1860.12
2018,3,12,1,3528.79
2019,3,12,1,1658.06
2020,3,12,1,1379.39
2021,3,12,1,2754.4
2022,3,12,1,725.213
2023,3,12,1,2967.3
2024,3,12,1,1044.64
1952,3,13,1,535.867
1953,3,13,1,1079.59
1954,3,13,1,881.338
1955,3,13,1,822.492
1956,3,13,1,908.39
1957,3,13,1,344.647
1958,3,13,1,605.88
1959,3,13,1,850.573
1960,3,13,1,292.922
1961,3,13,1,509.956
1962,3,13,1,661.106
1963,3,13,1,324.052
1964,3,13,1,771.889
1965,3,13,1,510.261
1966,3,13,1,331.884
1967,3,13,1,480.842
1968,3,13,1,420.757
1969,3,13,1,1028.94
1970,3,13,1,897.757
1971,3,13,1,1016.95
1972,3,13,1,974.543
1973,3,13,1,1482.87
1974,3,13,1,922.174
1975,3,13,1,1067.11
1976,3,13,1,1163.94
1977,3,13,1,1368.86
1978,3,13,1,1771.86
1979,3,13,1,1562.98
1980,3,13,1,1197.28
1981,3,13,1,2174.01
1982,3,13,1,1797.07
1983,3,13,1,1732.79
1984,3,13,1,2016.85
1985,3,13,1,2269.45
1986,3,13,1,1613.45
1987,3,13,1,2040.71
1988,3,13,1,2040.95
1989,3,13,1,1426.18
1990,3,13,1,1115.72
1991,3,13,1,774.852
1992,3,13,1,853.372
1993,3,13,1,712.107
1994,3,13,1,831.743
1995,3,13,1,631.754
1996,3,13,1,1217.13
1997,3,13,1,755.966
1998,3,13,1,859.459
1999,3,13,1,640.242
2000,3,13,1,565.117
2001,3,13,1,517.111
2002,3,13,1,604.027
2003,3,13,1,504.854
2004,3,13,1,493.778
2005,3,13,1,402.398
2006,3,13,1,844.706
2007,3,13,1,511.61
2008,3,13,1,444.412
2009,3,13,1,751.124
2010,3,13,1,581.283
2011,3,13,1,845.101
2012,3,13,1,668.134
2013,3,13,1,581.034
2014,3,13,1,657.13
2015,3,13,1,535.015
2016,3,13,1,718.333
2017,3,13,1,611.166
2018,3,13,1,648.763
2019,3,13,1,552.878
2020,3,13,1,680.468
2021,3,13,1,821.208
2022,3,13,1,713.408
2023,3,13,1,631.156
2024,3,13,1,623.056
1952,3,14,2,0
1953,3,14,2,0
1954,3,14,2,0
1955,3,14,2,0
1956,3,14,2,0
1957,3,14,2,0
1958,3,14,2,0
1959,3,14,2,0
1960,3,14,2,0
1961,3,14,2,0
1962,3,14,2,0
1963,3,14,2,0
1964,3,14,2,0
1965,3,14,2,0
1966,3,14,2,0
1967,3,14,2,0
1968,3,14,2,0
1969,3,14,2,0
1970,3,14,2,0
1971,3,14,2,0
1972,3,14,2,0
1973,3,14,2,0
1974,3,14,2,0
1975,3,14,2,0
1976,3,14,2,0
1977,3,14,2,0
1978,3,14,2,0
1979,3,14,2,0
1980,3,14,2,0
1981,3,14,2,0
1982,3,14,2,0
1983,3,14,2,0
1984,3,14,2,689.751
1985,3,14,2,750.75
1986,3,14,2,781.749
1987,3,14,2,888.249
1988,3,14,2,1049.75
1989,3,14,2,1143.5
1990,3,14,2,1311.75
1991,3,14,2,1341.5
1992,3,14,2,1542.25
1993,3,14,2,1413
1994,3,14,2,1567.25
1995,3,14,2,1670
1996,3,14,2,2592
1997,3,14,2,1928.5
1998,3,14,2,2546.25
1999,3,14,2,2416.5
2000,3,14,2,2571.25
2001,3,14,2,2366
2002,3,14,2,2274.25
2003,3,14,2,2319.75
2004,3,14,2,3054.25
2005,3,14,2,1038.5
2006,3,14,2,1062.25
2007,3,14,2,917.25
2008,3,14,2,876.249
2009,3,14,2,3836.25
2010,3,14,2,2673
2011,3,14,2,2684.5
2012,3,14,2,3567.25
2013,3,14,2,2827.25
2014,3,14,2,5789.25
2015,3,14,2,7419.75
2016,3,14,2,5162.5
2017,3,14,2,3128
2018,3,14,2,5842.5
2019,3,14,2,6303.25
2020,3,14,2,6825
2021,3,14,2,8610
2022,3,14,2,5535
2023,3,14,2,5535
2024,3,14,2,23685
1952,3,15,2,0
1953,3,15,2,0
1954,3,15,2,0
1955,3,15,2,0
1956,3,15,2,0
1957,3,15,2,0
1958,3,15,2,0
1959,3,15,2,0
1960,3,15,2,0
1961,3,15,2,0
1962,3,15,2,0
1963,3,15,2,0
1964,3,15,2,0
1965,3,15,2,0
1966,3,15,2,0
1967,3,15,2,0
1968,3,15,2,0
1969,3,15,2,0
1970,3,15,2,958.749
1971,3,15,2,1072.5
1972,3,15,2,1114.5
1973,3,15,2,1333.25
1974,3,15,2,1550
1975,3,15,2,1581.76
1976,3,15,2,1332.5
1977,3,15,2,1889.26
1978,3,15,2,1139.75
1979,3,15,2,1461.5
1980,3,15,2,1336
1981,3,15,2,1474
1982,3,15,2,1363
1983,3,15,2,1480.5
1984,3,15,2,1417
1985,3,15,2,1622.5
1986,3,15,2,1653.76
1987,3,15,2,1206.76
1988,3,15,2,1466.26
1989,3,15,2,1597
1990,3,15,2,2253
1991,3,15,2,2655.76
1992,3,15,2,1105
1993,3,15,2,1203.25
1994,3,15,2,1858.25
1995,3,15,2,2151.76
1996,3,15,2,2154.5
1997,3,15,2,2041.25
1998,3,15,2,2299.5
1999,3,15,2,2395.5
