year,season,fishery,area,catch
1979,1,36,5,1.86418e-05
1980,1,36,5,1.7117e-05
1981,1,36,5,1.58667e-05
1982,1,36,5,1.50418e-05
1983,1,36,5,1.54117e-05
1984,1,36,5,1.54824e-05
1985,1,36,5,1.50759e-05
1986,1,36,5,1.40328e-05
1987,1,36,5,1.60815e-05
1988,1,36,5,1.53478e-05
1989,1,36,5,1.45037e-05
1990,1,36,5,1.36696e-05
1991,1,36,5,1.23091e-05
1992,1,36,5,1.15798e-05
1993,1,36,5,9.89399e-06
1994,1,36,5,9.153e-06
1995,1,36,5,8.87384e-06
1996,1,36,5,9.09762e-06
1997,1,36,5,9.24845e-06
1998,1,36,5,8.65331e-06
1999,1,36,5,7.49117e-06
2000,1,36,5,6.85697e-06
2001,1,36,5,6.6982e-06
2002,1,36,5,6.88629e-06
2003,1,36,5,6.62759e-06
2004,1,36,5,6.31705e-06
2005,1,36,5,6.27131e-06
2006,1,36,5,6.43037e-06
2007,1,36,5,6.02762e-06
2008,1,36,5,6.3017e-06
2009,1,36,5,6.62897e-06
2010,1,36,5,6.72488e-06
2011,1,36,5,6.11869e-06
2012,1,36,5,5.53297e-06
2013,1,36,5,5.36249e-06
2014,1,36,5,5.85137e-06
2015,1,36,5,6.40056e-06
2016,1,36,5,7.0229e-06
2017,1,36,5,6.96202e-06
2018,1,36,5,6.3758e-06
2019,1,36,5,6.31963e-06
2020,1,36,5,7.27304e-06
2021,1,36,5,7.75537e-06
2022,1,36,5,7.69876e-06
2023,1,36,5,9.12462e-06
2024,1,36,5,8.53495e-06
1952,2,1,1,485.878
1953,2,1,1,673.543
1954,2,1,1,1051.66
1955,2,1,1,1036.39
1956,2,1,1,638.491
1957,2,1,1,1056.15
1958,2,1,1,1170.06
1959,2,1,1,1330.54
1960,2,1,1,1334.56
1961,2,1,1,1216.56
1962,2,1,1,902.456
1963,2,1,1,647.337
1964,2,1,1,1372.03
1965,2,1,1,684.618
1966,2,1,1,1544.23
1967,2,1,1,995.384
1968,2,1,1,1106.59
1969,2,1,1,1016.01
1970,2,1,1,1769.08
1971,2,1,1,967.001
1972,2,1,1,1067.59
1973,2,1,1,1101.57
1974,2,1,1,1130.89
1975,2,1,1,1506.41
1976,2,1,1,1885.22
1977,2,1,1,3748.6
1978,2,1,1,5055.89
1979,2,1,1,3724.25
1980,2,1,1,2623.3
1981,2,1,1,2010.67
1982,2,1,1,1781.62
1983,2,1,1,2287.04
1984,2,1,1,2116.78
1985,2,1,1,2023.4
1986,2,1,1,2278.58
1987,2,1,1,2552.58
1988,2,1,1,2800.75
1989,2,1,1,2054.95
1990,2,1,1,1873.66
1991,2,1,1,2556.78
1992,2,1,1,2463.93
1993,2,1,1,2579.48
1994,2,1,1,1003.02
1995,2,1,1,1602.91
1996,2,1,1,1042.44
1997,2,1,1,849.88
1998,2,1,1,1553.92
1999,2,1,1,915.248
2000,2,1,1,1107.02
2001,2,1,1,1212.71
2002,2,1,1,1105.21
2003,2,1,1,1756.59
2004,2,1,1,1776.45
2005,2,1,1,1778.04
2006,2,1,1,1914.88
2007,2,1,1,1491.47
2008,2,1,1,1486.35
2009,2,1,1,1728.11
2010,2,1,1,3271.27
2011,2,1,1,2110.29
2012,2,1,1,1439.54
2013,2,1,1,2016.55
2014,2,1,1,1353.09
2015,2,1,1,2434.72
2016,2,1,1,2288.75
2017,2,1,1,1780.53
2018,2,1,1,2089.85
2019,2,1,1,2502.73
2020,2,1,1,1439.1
2021,2,1,1,934.83
2022,2,1,1,1114.31
2023,2,1,1,1593.27
2024,2,1,1,2373.66
1952,2,2,1,60.557
1953,2,2,1,95.4708
1954,2,2,1,33.6415
1955,2,2,1,116.058
1956,2,2,1,13.212
1957,2,2,1,67.7188
1958,2,2,1,137.617
1959,2,2,1,407.132
1960,2,2,1,626.688
1961,2,2,1,538.957
1962,2,2,1,435.544
1963,2,2,1,258.621
1964,2,2,1,445.146
1965,2,2,1,350.359
1966,2,2,1,332.327
1967,2,2,1,491.91
1968,2,2,1,473.358
1969,2,2,1,131.858
1970,2,2,1,1281.31
1971,2,2,1,195.729
1972,2,2,1,281.545
1973,2,2,1,220.485
1974,2,2,1,668.718
1975,2,2,1,208.144
1976,2,2,1,569.914
1977,2,2,1,315.172
1978,2,2,1,303.904
1979,2,2,1,823.184
1980,2,2,1,656.293
1981,2,2,1,909.603
1982,2,2,1,433.07
1983,2,2,1,369.152
1984,2,2,1,424.671
1985,2,2,1,395.434
1986,2,2,1,1558.82
1987,2,2,1,944.432
1988,2,2,1,830.87
1989,2,2,1,863.506
1990,2,2,1,407.627
1991,2,2,1,803.323
1992,2,2,1,190.077
1993,2,2,1,606.877
1994,2,2,1,156.294
1995,2,2,1,807.392
1996,2,2,1,311.255
1997,2,2,1,671.339
1998,2,2,1,1151.78
1999,2,2,1,328.862
2000,2,2,1,219.957
2001,2,2,1,226.428
2002,2,2,1,118.264
2003,2,2,1,308.234
2004,2,2,1,169.979
2005,2,2,1,168.55
2006,2,2,1,551.227
2007,2,2,1,159.369
2008,2,2,1,510.877
2009,2,2,1,134.098
2010,2,2,1,66.3143
2011,2,2,1,437.946
2012,2,2,1,289.621
2013,2,2,1,130.06
2014,2,2,1,139.936
2015,2,2,1,85.9951
2016,2,2,1,227.601
2017,2,2,1,768.167
2018,2,2,1,1191.9
2019,2,2,1,1270.1
2020,2,2,1,610.978
2021,2,2,1,1251.21
2022,2,2,1,870.849
2023,2,2,1,502.239
2024,2,2,1,5228.2
1952,2,3,1,0
1953,2,3,1,0
1954,2,3,1,0
1955,2,3,1,0
1956,2,3,1,0
1957,2,3,1,0
1958,2,3,1,0
1959,2,3,1,0
1960,2,3,1,0
1961,2,3,1,0
1962,2,3,1,0
1963,2,3,1,0
1964,2,3,1,0
1965,2,3,1,0
1966,2,3,1,0
1967,2,3,1,0
1968,2,3,1,0
1969,2,3,1,0
1970,2,3,1,0
1971,2,3,1,0
1972,2,3,1,0
1973,2,3,1,0
1974,2,3,1,0
1975,2,3,1,0
1976,2,3,1,0
1977,2,3,1,0
1978,2,3,1,0
1979,2,3,1,0
1980,2,3,1,0
1981,2,3,1,0
1982,2,3,1,0
1983,2,3,1,0
1984,2,3,1,0
1985,2,3,1,0
1986,2,3,1,0
1987,2,3,1,0
1988,2,3,1,0
1989,2,3,1,0
1990,2,3,1,0
1991,2,3,1,173.383
1992,2,3,1,59.2068
1993,2,3,1,104.44
1994,2,3,1,47.3953
1995,2,3,1,198.962
1996,2,3,1,68.5104
1997,2,3,1,361.452
1998,2,3,1,127.365
1999,2,3,1,56.4099
2000,2,3,1,116.547
2001,2,3,1,94.0476
2002,2,3,1,73.0218
2003,2,3,1,185.469
2004,2,3,1,89.3521
2005,2,3,1,80.6649
2006,2,3,1,159.905
2007,2,3,1,65.4882
2008,2,3,1,172.715
2009,2,3,1,51.7886
2010,2,3,1,63.6936
2011,2,3,1,220.748
2012,2,3,1,125.145
2013,2,3,1,76.9664
2014,2,3,1,67.8825
2015,2,3,1,121.399
2016,2,3,1,131.562
2017,2,3,1,197.056
2018,2,3,1,389.549
2019,2,3,1,278.95
2020,2,3,1,117.899
2021,2,3,1,338.784
2022,2,3,1,447.847
2023,2,3,1,300.092
2024,2,3,1,755.662
1952,2,4,2,642.756
1953,2,4,2,472.532
1954,2,4,2,1138.02
1955,2,4,2,452.908
1956,2,4,2,857.668
1957,2,4,2,699.652
1958,2,4,2,1253.61
1959,2,4,2,1111.58
1960,2,4,2,1767.07
1961,2,4,2,459.496
1962,2,4,2,984.282
1963,2,4,2,251.009
1964,2,4,2,453.161
1965,2,4,2,1109.7
1966,2,4,2,1012.25
1967,2,4,2,1588.21
1968,2,4,2,2578.88
1969,2,4,2,1477.29
1970,2,4,2,2022.43
1971,2,4,2,870.801
1972,2,4,2,1007.37
1973,2,4,2,1802.85
1974,2,4,2,2893.81
1975,2,4,2,6431.31
1976,2,4,2,3805.6
1977,2,4,2,3555.23
1978,2,4,2,5215.82
1979,2,4,2,4461.19
1980,2,4,2,4187.3
1981,2,4,2,3107.31
1982,2,4,2,574.95
1983,2,4,2,711.619
1984,2,4,2,691.904
1985,2,4,2,1013.63
1986,2,4,2,599.68
1987,2,4,2,613.731
1988,2,4,2,739.708
1989,2,4,2,947.029
1990,2,4,2,1531.29
1991,2,4,2,843.93
1992,2,4,2,1010.46
1993,2,4,2,966.281
1994,2,4,2,796.398
1995,2,4,2,1031.65
1996,2,4,2,757.929
1997,2,4,2,422.84
1998,2,4,2,366.345
1999,2,4,2,168.66
2000,2,4,2,253.508
2001,2,4,2,959.534
2002,2,4,2,357.606
2003,2,4,2,640.604
2004,2,4,2,498.583
2005,2,4,2,453.624
2006,2,4,2,421.6
2007,2,4,2,209.069
2008,2,4,2,329.044
2009,2,4,2,161.867
2010,2,4,2,350.312
2011,2,4,2,269.949
2012,2,4,2,79.7251
2013,2,4,2,206.434
2014,2,4,2,224.512
2015,2,4,2,209.268
2016,2,4,2,463.87
2017,2,4,2,295.694
2018,2,4,2,404
2019,2,4,2,766.853
2020,2,4,2,56.8897
2021,2,4,2,241.592
2022,2,4,2,279.608
2023,2,4,2,191.787
2024,2,4,2,301.776
1952,2,5,2,0
1953,2,5,2,0
1954,2,5,2,0
1955,2,5,2,0
1956,2,5,2,0
1957,2,5,2,0
1958,2,5,2,1297.64
1959,2,5,2,937.826
1960,2,5,2,942.376
1961,2,5,2,1110.19
1962,2,5,2,1222.84
1963,2,5,2,836.628
1964,2,5,2,1203.06
1965,2,5,2,1322.03
1966,2,5,2,1652.25
1967,2,5,2,1506.34
1968,2,5,2,2342.55
1969,2,5,2,1922.9
1970,2,5,2,2973.22
1971,2,5,2,1958.44
1972,2,5,2,1387.65
1973,2,5,2,2834.06
1974,2,5,2,3184.88
1975,2,5,2,4787.81
1976,2,5,2,5187.46
1977,2,5,2,7093.05
1978,2,5,2,9781.17
1979,2,5,2,13332.6
1980,2,5,2,8732.58
1981,2,5,2,11895.1
1982,2,5,2,9041.31
1983,2,5,2,9275.69
1984,2,5,2,8872.69
1985,2,5,2,7894.9
1986,2,5,2,7466.46
1987,2,5,2,9189.76
1988,2,5,2,9755.87
1989,2,5,2,9231.5
1990,2,5,2,9207
1991,2,5,2,8444.61
1992,2,5,2,8842.42
1993,2,5,2,7399.23
1994,2,5,2,8112.79
1995,2,5,2,9326.87
1996,2,5,2,10400
1997,2,5,2,7632.58
1998,2,5,2,9474.96
1999,2,5,2,9604.55
2000,2,5,2,11813.5
2001,2,5,2,15975.6
2002,2,5,2,14849.1
2003,2,5,2,14744.8
2004,2,5,2,12790.1
2005,2,5,2,10543.7
2006,2,5,2,10600.8
2007,2,5,2,11511.5
2008,2,5,2,12391.8
2009,2,5,2,13644.6
2010,2,5,2,13826.9
2011,2,5,2,14453
2012,2,5,2,13851
2013,2,5,2,17446.9
2014,2,5,2,18387.4
2015,2,5,2,17326
2016,2,5,2,17073.1
2017,2,5,2,10855.8
2018,2,5,2,15167.1
2019,2,5,2,13402.2
2020,2,5,2,9783.35
2021,2,5,2,9829.84
2022,2,5,2,6469.9
2023,2,5,2,10687.2
2024,2,5,2,1161.28
1952,2,6,3,264.674
1953,2,6,3,421.898
1954,2,6,3,658.011
1955,2,6,3,178.164
1956,2,6,3,97.7
1957,2,6,3,98.1411
1958,2,6,3,618.431
1959,2,6,3,334.533
1960,2,6,3,225.949
1961,2,6,3,148.943
1962,2,6,3,746.138
1963,2,6,3,722.721
1964,2,6,3,36.8209
1965,2,6,3,710.154
1966,2,6,3,1861.31
1967,2,6,3,595.61
1968,2,6,3,287.476
1969,2,6,3,148.547
1970,2,6,3,221.692
1971,2,6,3,601.364
1972,2,6,3,1119.45
1973,2,6,3,2061.61
1974,2,6,3,565.302
1975,2,6,3,88.6398
1976,2,6,3,163.844
1977,2,6,3,695.277
1978,2,6,3,1518.06
1979,2,6,3,659.631
1980,2,6,3,3346.46
1981,2,6,3,3807.16
1982,2,6,3,1598.46
1983,2,6,3,1586.29
1984,2,6,3,1427.67
1985,2,6,3,1836.09
1986,2,6,3,920.572
1987,2,6,3,0.613818
1988,2,6,3,134.736
1989,2,6,3,192.885
1990,2,6,3,146.235
1991,2,6,3,491.283
1992,2,6,3,0.817373
1993,2,6,3,71.5193
1994,2,6,3,125.019
1995,2,6,3,631.273
1996,2,6,3,56.993
1997,2,6,3,134.661
1998,2,6,3,147.079
1999,2,6,3,84.1589
2000,2,6,3,149.034
2001,2,6,3,354.863
2002,2,6,3,396.572
2003,2,6,3,569.051
2004,2,6,3,350.884
2005,2,6,3,157.673
2006,2,6,3,430.006
2007,2,6,3,997.965
2008,2,6,3,1314.1
2009,2,6,3,1808.12
2010,2,6,3,569.47
2011,2,6,3,1697.32
2012,2,6,3,2840.52
2013,2,6,3,787.067
2014,2,6,3,365.878
2015,2,6,3,1356.51
2016,2,6,3,288.033
2017,2,6,3,385.3
2018,2,6,3,2055.27
2019,2,6,3,1443.23
2020,2,6,3,394.111
2021,2,6,3,941.711
2022,2,6,3,1045.48
2023,2,6,3,2582.75
2024,2,6,3,1127.71
1952,2,7,4,2211.92
1953,2,7,4,2275.9
1954,2,7,4,1071.69
1955,2,7,4,2403.3
1956,2,7,4,2734.02
1957,2,7,4,3873.08
1958,2,7,4,5585.13
1959,2,7,4,1904.29
1960,2,7,4,4876.23
1961,2,7,4,5987.25
1962,2,7,4,4727.09
1963,2,7,4,2207.76
1964,2,7,4,3224.32
1965,2,7,4,2797.26
1966,2,7,4,11815.9
1967,2,7,4,3505.81
1968,2,7,4,4907.38
1969,2,7,4,8338.52
1970,2,7,4,1529.47
1971,2,7,4,4344.56
1972,2,7,4,3378.83
1973,2,7,4,5709.55
1974,2,7,4,2605.67
1975,2,7,4,2127.5
1976,2,7,4,5081.77
1977,2,7,4,8725.03
1978,2,7,4,13865.1
1979,2,7,4,9699.65
1980,2,7,4,11743.2
1981,2,7,4,8657.53
1982,2,7,4,9537.07
1983,2,7,4,6633.03
1984,2,7,4,4509.26
1985,2,7,4,4099.07
1986,2,7,4,3073.21
1987,2,7,4,4071.84
1988,2,7,4,4243.75
1989,2,7,4,4652.51
1990,2,7,4,3400.91
1991,2,7,4,2579.04
1992,2,7,4,5061.5
1993,2,7,4,3430.66
1994,2,7,4,2386.15
1995,2,7,4,4103.31
1996,2,7,4,2833.22
1997,2,7,4,1727.52
1998,2,7,4,2243.93
1999,2,7,4,1192.13
2000,2,7,4,1274.73
2001,2,7,4,2122.41
2002,2,7,4,2562.9
2003,2,7,4,3076.61
2004,2,7,4,1668.11
2005,2,7,4,3119.48
2006,2,7,4,2377.5
2007,2,7,4,2174.55
2008,2,7,4,2327.15
2009,2,7,4,1663.48
2010,2,7,4,1889.11
2011,2,7,4,1529.57
2012,2,7,4,1364.25
2013,2,7,4,2877.72
2014,2,7,4,4587.18
2015,2,7,4,7102
2016,2,7,4,495.318
2017,2,7,4,705.25
2018,2,7,4,1426.53
2019,2,7,4,4809.65
2020,2,7,4,1113.31
2021,2,7,4,1881.05
2022,2,7,4,1731.78
2023,2,7,4,1425.64
2024,2,7,4,3941.19
1952,2,8,4,1413.86
1953,2,8,4,1368.62
1954,2,8,4,1493.75
1955,2,8,4,4757.44
1956,2,8,4,2290.71
1957,2,8,4,3035.63
1958,2,8,4,6726.46
1959,2,8,4,9046.29
1960,2,8,4,13669.4
1961,2,8,4,9179.5
1962,2,8,4,3070.2
1963,2,8,4,7819.42
1964,2,8,4,4715.31
1965,2,8,4,6631.12
1966,2,8,4,5760.07
1967,2,8,4,4063.96
1968,2,8,4,6148.13
1969,2,8,4,4517.83
1970,2,8,4,6430.67
1971,2,8,4,4151.01
1972,2,8,4,6975.74
1973,2,8,4,1103.65
1974,2,8,4,2280.91
1975,2,8,4,1704.71
1976,2,8,4,5026.18
1977,2,8,4,4049.95
1978,2,8,4,2586.2
1979,2,8,4,5376.01
1980,2,8,4,6091.2
1981,2,8,4,4295.53
1982,2,8,4,4754.43
1983,2,8,4,3303.53
1984,2,8,4,3246.71
1985,2,8,4,5775.26
1986,2,8,4,4957.95
1987,2,8,4,5938.7
1988,2,8,4,5564.78
1989,2,8,4,4494.96
1990,2,8,4,6082.38
1991,2,8,4,3404.98
1992,2,8,4,8005.93
1993,2,8,4,3244
1994,2,8,4,2431.06
1995,2,8,4,6327.71
1996,2,8,4,2852.72
1997,2,8,4,8494.16
1998,2,8,4,7018.36
1999,2,8,4,2837.37
2000,2,8,4,7968.01
2001,2,8,4,6129.69
2002,2,8,4,4729.25
2003,2,8,4,2503.84
2004,2,8,4,5030.26
2005,2,8,4,4082.2
2006,2,8,4,4498.39
2007,2,8,4,3421.78
2008,2,8,4,2242.95
2009,2,8,4,3192.52
2010,2,8,4,3653
2011,2,8,4,5664
2012,2,8,4,4769.9
2013,2,8,4,2407.81
2014,2,8,4,5858.45
2015,2,8,4,5102.12
2016,2,8,4,6041.61
2017,2,8,4,5338.7
2018,2,8,4,5060.19
2019,2,8,4,5806.82
2020,2,8,4,9250.07
2021,2,8,4,6994.9
2022,2,8,4,7522.23
2023,2,8,4,5451.25
2024,2,8,4,20467.4
1952,2,9,4,0
1953,2,9,4,0
1954,2,9,4,0
1955,2,9,4,0
1956,2,9,4,0
1957,2,9,4,0
1958,2,9,4,0
1959,2,9,4,0
1960,2,9,4,0
1961,2,9,4,0
1962,2,9,4,0
1963,2,9,4,0
1964,2,9,4,0
1965,2,9,4,0
1966,2,9,4,0
1967,2,9,4,0
1968,2,9,4,0
1969,2,9,4,0
1970,2,9,4,0
1971,2,9,4,0
1972,2,9,4,0
1973,2,9,4,0
1974,2,9,4,0
1975,2,9,4,0
1976,2,9,4,0
1977,2,9,4,0
1978,2,9,4,0
1979,2,9,4,0
1980,2,9,4,0
1981,2,9,4,0
1982,2,9,4,0
1983,2,9,4,0
1984,2,9,4,0
1985,2,9,4,0
1986,2,9,4,0
1987,2,9,4,0
1988,2,9,4,13.4401
1989,2,9,4,32.5539
1990,2,9,4,364.36
1991,2,9,4,112.756
1992,2,9,4,367.781
1993,2,9,4,834.299
1994,2,9,4,1707.65
1995,2,9,4,2459.84
1996,2,9,4,1302.61
1997,2,9,4,982.986
1998,2,9,4,1572.96
1999,2,9,4,1049.68
2000,2,9,4,1110.73
2001,2,9,4,1502.46
2002,2,9,4,167.826
2003,2,9,4,1052.35
2004,2,9,4,312.049
2005,2,9,4,154.31
2006,2,9,4,509.163
2007,2,9,4,830.508
2008,2,9,4,662.128
2009,2,9,4,1732.99
2010,2,9,4,724.496
2011,2,9,4,1718.49
2012,2,9,4,1145.52
2013,2,9,4,1852.28
2014,2,9,4,3892.99
2015,2,9,4,3038.17
2016,2,9,4,2053.64
2017,2,9,4,2095.45
2018,2,9,4,4451.57
2019,2,9,4,6483.42
2020,2,9,4,1810.01
2021,2,9,4,2330.43
2022,2,9,4,1674.74
2023,2,9,4,2236.87
2024,2,9,4,4019.61
1952,2,10,5,0
1953,2,10,5,233.977
1954,2,10,5,1256.25
1955,2,10,5,301.188
1956,2,10,5,452.257
1957,2,10,5,239.237
1958,2,10,5,53.6906
1959,2,10,5,435.455
1960,2,10,5,774.392
1961,2,10,5,1409.9
1962,2,10,5,2476.23
1963,2,10,5,1646.95
1964,2,10,5,1458.84
1965,2,10,5,2365.31
1966,2,10,5,3995.36
1967,2,10,5,825.407
1968,2,10,5,1466.14
1969,2,10,5,1316.91
1970,2,10,5,1161.02
1971,2,10,5,2381.2
1972,2,10,5,1523.22
1973,2,10,5,2905.09
1974,2,10,5,2137.76
1975,2,10,5,335.63
1976,2,10,5,489.687
1977,2,10,5,615.538
1978,2,10,5,531.126
1979,2,10,5,1196.55
1980,2,10,5,1316.58
1981,2,10,5,1740.82
1982,2,10,5,1618.17
1983,2,10,5,1565.97
1984,2,10,5,1046
1985,2,10,5,2804.75
1986,2,10,5,1180.28
1987,2,10,5,468.023
1988,2,10,5,2507.21
1989,2,10,5,1708.72
1990,2,10,5,2763.81
1991,2,10,5,1558.2
1992,2,10,5,382.782
1993,2,10,5,2254.91
1994,2,10,5,3214.22
1995,2,10,5,3354.83
1996,2,10,5,2485.73
1997,2,10,5,2240.44
1998,2,10,5,1748.72
1999,2,10,5,1848.29
2000,2,10,5,2734.67
2001,2,10,5,2098.59
2002,2,10,5,3082.24
2003,2,10,5,8386.29
2004,2,10,5,4578.79
2005,2,10,5,4727.11
2006,2,10,5,4662.42
2007,2,10,5,6033.9
2008,2,10,5,8185.33
2009,2,10,5,7632.14
2010,2,10,5,8903.48
2011,2,10,5,7809.69
2012,2,10,5,5739.12
2013,2,10,5,3759.31
2014,2,10,5,8983
2015,2,10,5,6418.86
2016,2,10,5,4491.41
2017,2,10,5,8759.48
2018,2,10,5,4437.65
2019,2,10,5,6926.68
2020,2,10,5,8288.73
2021,2,10,5,5808.07
2022,2,10,5,5715.55
2023,2,10,5,7100.83
2024,2,10,5,4483.62
1952,2,11,5,0
1953,2,11,5,0
1954,2,11,5,0
1955,2,11,5,0
1956,2,11,5,0
1957,2,11,5,0
1958,2,11,5,0
1959,2,11,5,0
1960,2,11,5,0
1961,2,11,5,0
1962,2,11,5,0
1963,2,11,5,0
1964,2,11,5,0
1965,2,11,5,0
1966,2,11,5,0
1967,2,11,5,0
1968,2,11,5,0
1969,2,11,5,0
1970,2,11,5,0
1971,2,11,5,0
1972,2,11,5,0
1973,2,11,5,0
1974,2,11,5,0
1975,2,11,5,0
1976,2,11,5,0
1977,2,11,5,0
1978,2,11,5,0
1979,2,11,5,0
1980,2,11,5,0
1981,2,11,5,0
1982,2,11,5,0
1983,2,11,5,0
1984,2,11,5,0
1985,2,11,5,0
1986,2,11,5,0
1987,2,11,5,304.764
1988,2,11,5,210.303
1989,2,11,5,252.616
1990,2,11,5,360.674
1991,2,11,5,389.351
1992,2,11,5,355.301
1993,2,11,5,384.195
1994,2,11,5,273.748
1995,2,11,5,382.451
1996,2,11,5,768.779
1997,2,11,5,605.186
1998,2,11,5,310.91
1999,2,11,5,349.266
2000,2,11,5,506.949
2001,2,11,5,515.098
2002,2,11,5,891.419
2003,2,11,5,1012.05
2004,2,11,5,543.419
2005,2,11,5,374.138
2006,2,11,5,707.249
2007,2,11,5,368.135
2008,2,11,5,471.91
2009,2,11,5,343.691
2010,2,11,5,415.571
2011,2,11,5,542.088
2012,2,11,5,265.827
2013,2,11,5,214.535
2014,2,11,5,381.805
2015,2,11,5,420.887
2016,2,11,5,387.083
2017,2,11,5,307.266
2018,2,11,5,251.387
2019,2,11,5,391.585
2020,2,11,5,503.325
2021,2,11,5,366.056
2022,2,11,5,344.403
2023,2,11,5,396.623
2024,2,11,5,505.271
1952,2,12,1,641.268
1953,2,12,1,315.027
1954,2,12,1,1000.21
1955,2,12,1,736.002
1956,2,12,1,181.053
1957,2,12,1,373.965
1958,2,12,1,834.468
1959,2,12,1,1078.99
1960,2,12,1,359.52
1961,2,12,1,694.239
1962,2,12,1,1743.76
1963,2,12,1,569.25
1964,2,12,1,911.733
1965,2,12,1,937.968
1966,2,12,1,1461
1967,2,12,1,848.7
1968,2,12,1,1721.98
1969,2,12,1,963.483
1970,2,12,1,842.52
1971,2,12,1,1965.23
1972,2,12,1,428.506
1973,2,12,1,2210.83
1974,2,12,1,5344.94
1975,2,12,1,2750.74
1976,2,12,1,2357.6
1977,2,12,1,1446.97
1978,2,12,1,1079.99
1979,2,12,1,5547.89
1980,2,12,1,7900.62
1981,2,12,1,3880
1982,2,12,1,1246.7
1983,2,12,1,1344.22
1984,2,12,1,1582.83
1985,2,12,1,6946.86
1986,2,12,1,2091.61
1987,2,12,1,3074.5
1988,2,12,1,4214.06
1989,2,12,1,4600.23
1990,2,12,1,2929.86
1991,2,12,1,3293.07
1992,2,12,1,4185.95
1993,2,12,1,2306.36
1994,2,12,1,1137.85
1995,2,12,1,3665.28
1996,2,12,1,1507.96
1997,2,12,1,2184.83
1998,2,12,1,1605.54
1999,2,12,1,4560.92
2000,2,12,1,3450.73
2001,2,12,1,2024.69
2002,2,12,1,1681.07
2003,2,12,1,1999.15
2004,2,12,1,2601.2
2005,2,12,1,2268.33
2006,2,12,1,1759.05
2007,2,12,1,583.695
2008,2,12,1,2148.39
2009,2,12,1,1927.14
2010,2,12,1,649.362
2011,2,12,1,736.33
2012,2,12,1,1436.3
2013,2,12,1,1325.59
2014,2,12,1,683.925
2015,2,12,1,1035.49
2016,2,12,1,2197.29
2017,2,12,1,1140.63
2018,2,12,1,2670.81
2019,2,12,1,2667.52
2020,2,12,1,1385.86
2021,2,12,1,864.679
2022,2,12,1,2720.5
2023,2,12,1,4949.94
2024,2,12,1,580.836
1952,2,13,1,1937.76
1953,2,13,1,3903.9
1954,2,13,1,3187.03
1955,2,13,1,2974.22
1956,2,13,1,3284.84
1957,2,13,1,1246.28
1958,2,13,1,2190.91
1959,2,13,1,3075.77
1960,2,13,1,1101.42
1961,2,13,1,1917.48
1962,2,13,1,2485.82
1963,2,13,1,1218.48
1964,2,13,1,2902.38
1965,2,13,1,1918.64
1966,2,13,1,1247.92
1967,2,13,1,1808.02
1968,2,13,1,1582.09
1969,2,13,1,2087.92
1970,2,13,1,1962.35
1971,2,13,1,2050.45
1972,2,13,1,2741.94
1973,2,13,1,1940.77
1974,2,13,1,1615.57
1975,2,13,1,1476.71
1976,2,13,1,2894.94
1977,2,13,1,2536.26
1978,2,13,1,2881.76
1979,2,13,1,1936.48
1980,2,13,1,1562.38
1981,2,13,1,2866.51
1982,2,13,1,2885.77
1983,2,13,1,3315.59
1984,2,13,1,3383.35
1985,2,13,1,4404.15
1986,2,13,1,3330.05
1987,2,13,1,3307.31
1988,2,13,1,3394.85
1989,2,13,1,4086.48
1990,2,13,1,2526.12
1991,2,13,1,2244.85
1992,2,13,1,2309.77
1993,2,13,1,1709.81
1994,2,13,1,1692.94
1995,2,13,1,2472.95
1996,2,13,1,1782.83
1997,2,13,1,1401.17
1998,2,13,1,996.359
1999,2,13,1,1296.94
2000,2,13,1,1562.52
2001,2,13,1,898.511
2002,2,13,1,1284.93
2003,2,13,1,1096.95
2004,2,13,1,951.778
2005,2,13,1,1490.7
2006,2,13,1,1526.51
2007,2,13,1,1112.11
2008,2,13,1,1262.61
2009,2,13,1,2230.42
2010,2,13,1,1636.78
2011,2,13,1,1741.6
2012,2,13,1,1155.13
2013,2,13,1,958.734
2014,2,13,1,879.33
2015,2,13,1,969.915
2016,2,13,1,996.133
2017,2,13,1,851.266
2018,2,13,1,959.463
2019,2,13,1,926.378
2020,2,13,1,666.468
2021,2,13,1,975.708
2022,2,13,1,993.008
2023,2,13,1,949.456
2024,2,13,1,1141.66
1952,2,14,2,0
1953,2,14,2,0
1954,2,14,2,0
1955,2,14,2,0
1956,2,14,2,0
1957,2,14,2,0
1958,2,14,2,0
1959,2,14,2,0
1960,2,14,2,0
1961,2,14,2,0
1962,2,14,2,0
1963,2,14,2,0
1964,2,14,2,0
1965,2,14,2,0
1966,2,14,2,0
1967,2,14,2,0
1968,2,14,2,0
1969,2,14,2,0
1970,2,14,2,0
1971,2,14,2,0
1972,2,14,2,0
1973,2,14,2,0
1974,2,14,2,0
1975,2,14,2,0
1976,2,14,2,0
1977,2,14,2,0
1978,2,14,2,0
1979,2,14,2,0
1980,2,14,2,0
1981,2,14,2,0
1982,2,14,2,0
1983,2,14,2,0
1984,2,14,2,689.751
1985,2,14,2,750.75
1986,2,14,2,781.749
1987,2,14,2,888.249
1988,2,14,2,1049.75
1989,2,14,2,1143.5
1990,2,14,2,1311.75
1991,2,14,2,1341.5
1992,2,14,2,1542.25
1993,2,14,2,1413
1994,2,14,2,1567.25
1995,2,14,2,1670
1996,2,14,2,2592
1997,2,14,2,1928.5
1998,2,14,2,2546.25
1999,2,14,2,2416.5
2000,2,14,2,2571.25
